file_id,meta,left,node,right,freq,ttr,entropy,section
W_JPN_PTJ_B1_1_172,JPN,I think that the most,important thing for,a college student and a,21,0.748,0.964,top
W_JPN_PTJ_A2_0_154,JPN,think studying is the most,important thing for,college students . I do,21,0.748,0.964,top
W_JPN_PTJ_A2_0_085,JPN,"of course , the most",important thing for,college students is to study,21,0.748,0.964,top
W_JPN_PTJ_B1_1_045,JPN,"Of course , the most",important thing for,college students is studying .,21,0.748,0.964,top
W_JPN_PTJ_A2_0_138,JPN,course it is the most,important thing for,college students to study what,21,0.748,0.964,top
W_JPN_PTJ_A2_0_093,JPN,to study that the most,important thing for,college students is . However,21,0.748,0.964,top
W_JPN_PTJ_B1_2_21,JPN,And what is the most,important thing for,me is to get acquainted,21,0.748,0.964,top
W_JPN_PTJ_B1_2_25,JPN,"of all , the most",important thing for,college students is studying .,21,0.748,0.964,top
W_JPN_PTJ_B1_1_030,JPN,think this is a really,important thing for,us in the future .,21,0.748,0.964,top
W_JPN_PTJ_B1_1_023,JPN,", it is the most",important thing for,college student to study hard,21,0.748,0.964,top
W_JPN_SMK_A2_0_041,JPN,that smoking is the most,important thing for,them . If they were,21,0.748,0.964,top
W_JPN_PTJ_B1_1_037,JPN,"Of course , the most",important thing for,college students is studying .,21,0.748,0.964,top
W_JPN_PTJ_B1_2_26,JPN,I think it is very,important thing for,college students to have a,21,0.748,0.964,top
W_JPN_PTJ_A2_0_154,JPN,part time job is not,important thing for,college students .,21,0.748,0.964,top
W_JPN_PTJ_B1_1_062,JPN,", studying is the most",important thing for,students . But I think,21,0.748,0.964,top
W_JPN_PTJ_B1_1_168,JPN,reason is that the most,important thing for,them is studying hard .,21,0.748,0.964,top
W_JPN_PTJ_B1_1_123,JPN,job is important but most,important thing for,students is studying . If,21,0.748,0.964,top
W_JPN_PTJ_A2_0_132,JPN,part time job is also,important thing for,college students .,21,0.748,0.964,top
W_JPN_PTJ_B1_1_096,JPN,Although studying is the most,important thing for,"college students , having a",21,0.748,0.964,top
W_JPN_PTJ_B1_1_131,JPN,". Indeed , the most",important thing for,students is studying . So,21,0.748,0.964,top
W_JPN_PTJ_B1_1_159,JPN,student . It is most,important thing for,college student to study hard,21,0.748,0.964,top
W_JPN_SMK_B1_1_140,JPN,notice that smoking has a,bad influence on,not only smoker but also,12,0.748,0.964,top
W_JPN_SMK_A2_0_071,JPN,for meals . Smoking give,bad influence on,other people . When other,12,0.748,0.964,top
W_JPN_SMK_A2_0_094,JPN,smoking . Smoking has a,bad influence on,conditions of other guests .,12,0.748,0.964,top
W_JPN_SMK_B1_1_127,JPN,smoke of cigarette has a,bad influence on,people who do n't smoke,12,0.748,0.964,top
W_JPN_SMK_B1_1_175,JPN,is that smoking has a,bad influence on,smoking person 's health and,12,0.748,0.964,top
W_JPN_SMK_A2_0_053,JPN,because the cigarette has a,bad influence on,a body . Smoking cause,12,0.748,0.964,top
W_JPN_SMK_B1_1_092,JPN,", and have a big",bad influence on,not only adults but children,12,0.748,0.964,top
W_JPN_SMK_A2_0_069,JPN,"First , passive smoking has",bad influence on,"our health . Moreover ,",12,0.748,0.964,top
