file_id,meta,left,node,right,freq,ttr,entropy,section
W_JPN_PTJ_A2_0_076,JPN,will trouble with other staffs,". So ,",they become to answer for,254,0.066,0.642,top
W_JPN_SMK_B1_1_160,JPN,the restaurant but also smokers,". So ,",smoker 's moral is responsible,254,0.066,0.642,top
W_JPN_PTJ_A2_0_121,JPN,many merit of supplementing it,". So ,",I agree to have a,254,0.066,0.642,top
W_JPN_SMK_A2_0_066,JPN,are at the near table,". So ,",I think smoking should be,254,0.066,0.642,top
W_JPN_PTJ_A2_0_147,JPN,many social manners in college,". So ,",having service jobs teach us,254,0.066,0.642,top
W_JPN_SMK_B1_1_157,JPN,take him into the hospital,". So ,",I perfectly agree that smoking,254,0.066,0.642,top
W_JPN_SMK_A2_0_055,JPN,% of Japanese men smoke,". So ,",no smoking is the trend,254,0.066,0.642,top
W_JPN_PTJ_B1_2_39,JPN,on our parents very much,". So ,",it is good for us,254,0.066,0.642,top
W_JPN_SMK_B2_0_15,JPN,seat from smoker 's seat,". So ,",even if the restaurant 's,254,0.066,0.642,top
W_JPN_PTJ_B2_0_12,JPN,of their time in college,". So ,",in order to prevent this,254,0.066,0.642,top
W_JPN_PTJ_A2_0_069,JPN,experience many things by working,". So ,",if they kept up both,254,0.066,0.642,top
W_JPN_PTJ_A2_0_014,JPN,go to car school now,". So ,",I think I become burden,254,0.066,0.642,top
W_JPN_PTJ_A2_0_145,JPN,are good friend of mine,". So ,",they teach me about the,254,0.066,0.642,top
W_JPN_PTJ_B1_1_111,JPN,make money using the scholarship,". So ,",I think a part time,254,0.066,0.642,top
W_JPN_PTJ_B1_1_070,JPN,us a lot of choice,". So ,",college students should have part,254,0.066,0.642,top
W_JPN_SMK_A2_0_087,JPN,to eat dinner at restaurants,". So ,",smoking should not be completely,254,0.066,0.642,top
W_JPN_PTJ_B1_1_150,JPN,time they can use freely,". So ,",they use such time for,254,0.066,0.642,top
W_JPN_PTJ_A2_0_008,JPN,student will have to work,". So ,",now college student should not,254,0.066,0.642,top
W_JPN_SMK_A2_0_067,JPN,"Now , many people smoke",". So ,",most of them are likely,254,0.066,0.642,top
W_JPN_PTJ_B1_1_176,JPN,friends every day and night,". So ,",I was lost much money,254,0.066,0.642,top
W_JPN_PTJ_B1_1_150,JPN,of view of their age,". So ,",I agree the idea it,254,0.066,0.642,top
